age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
,Irregular,Light,Dry,,Sour
20.0,Night Owl,Light,Dry,Asian,Spicy
25.0,Irregular,Moderate,Dry,Mediterranean,Sour
48.0,Night Owl,Moderate,Tropical,Mixed,Sweet
28.0,Early Bird,Moderate,Cold,Asian,Sweet
62.0,Night Owl,Light,Temperate,Mixed,Sweet
24.0,Early Bird,Moderate,Dry,Mixed,Sour
62.0,Irregular,Moderate,Cold,Mediterranean,Salty
19.0,Irregular,Light,Dry,Mixed,Sweet
23.0,Night Owl,Moderate,,Asian,Sweet
58.0,Irregular,Moderate,Tropical,Mediterranean,Sour
49.0,Night Owl,Heavy,Tropical,Mixed,Sweet
,Irregular,Moderate,Cold,Asian,Sour
51.0,Early Bird,Heavy,Dry,Mixed,Salty
67.0,Irregular,Moderate,Temperate,Mixed,Salty
,Early Bird,Moderate,Temperate,Mediterranean,Salty
42.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
29.0,Night Owl,Moderate,Cold,Mediterranean,Sweet
24.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
56.0,Early Bird,,Cold,Asian,Sour
34.0,Night Owl,Heavy,Tropical,Mixed,Sweet
62.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
28.0,Early Bird,Moderate,Temperate,Asian,Sweet
,Irregular,Moderate,Tropical,Mediterranean,Sweet
,,Heavy,Temperate,Mixed,Sour
44.0,Irregular,Light,Cold,Mediterranean,Sour
63.0,,Moderate,Tropical,Mixed,Sour
,Night Owl,Moderate,Temperate,Mixed,Sweet
55.0,Night Owl,Light,,Asian,Sweet
,,Light,Temperate,,Sweet
39.0,Early Bird,,Dry,Mediterranean,Salty
,Night Owl,Moderate,Temperate,Mixed,Sour
42.0,Irregular,Heavy,Dry,Mediterranean,Salty
32.0,Early Bird,Moderate,Temperate,Mixed,Salty
66.0,Early Bird,Light,Dry,Asian,Sweet
,Night Owl,Heavy,Tropical,Mediterranean,Sweet
25.0,Night Owl,,Tropical,Mixed,Sweet
,Night Owl,,Dry,Mediterranean,Sour
66.0,Night Owl,Light,Temperate,Mediterranean,Sweet
69.0,Early Bird,Light,Cold,Asian,Sweet
50.0,Early Bird,Moderate,Cold,Mixed,Salty
39.0,Early Bird,Light,Cold,Asian,Sweet
67.0,Irregular,Light,Cold,Asian,Sweet
64.0,Early Bird,Heavy,Dry,Asian,Sour
22.0,Early Bird,Moderate,Tropical,Mixed,Sweet
56.0,Night Owl,Heavy,Tropical,Mixed,Sweet
35.0,Early Bird,Light,Cold,,Sour
,Early Bird,Moderate,Tropical,Mixed,Sour
54.0,Early Bird,Light,Dry,Asian,Sweet
47.0,,Light,Cold,Mixed,Sweet
68.0,Early Bird,Moderate,Dry,Mediterranean,Salty
48.0,Early Bird,Light,Dry,Asian,Sweet
27.0,Irregular,Heavy,Temperate,Mediterranean,Sour
32.0,Irregular,Moderate,Dry,Mixed,Salty
59.0,Irregular,Light,Temperate,Mediterranean,Sour
65.0,Irregular,Light,Cold,Mediterranean,Sour
61.0,Night Owl,Light,Dry,Mixed,Sweet
35.0,Irregular,Moderate,Tropical,Mediterranean,Sour
40.0,Early Bird,Heavy,Cold,Mixed,Salty
50.0,Irregular,,Dry,Asian,Sweet
33.0,Night Owl,Light,Dry,Mediterranean,Sweet
55.0,Irregular,Light,Tropical,Asian,Sweet
,Irregular,Moderate,Temperate,Mixed,Salty
51.0,Night Owl,Light,Dry,Mixed,Sweet
45.0,Night Owl,,Dry,Mediterranean,Sweet
19.0,,Light,Tropical,Mediterranean,Spicy
47.0,Night Owl,Moderate,Cold,Mixed,Sour
30.0,Night Owl,Heavy,Dry,Mixed,Sweet
58.0,Night Owl,Moderate,Temperate,Asian,Sweet
33.0,Early Bird,Heavy,Temperate,Asian,Sour
22.0,Irregular,,Tropical,Mediterranean,Sweet
45.0,Irregular,Moderate,Temperate,Mediterranean,Salty
56.0,Night Owl,Light,Dry,Mediterranean,Sweet
62.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
37.0,Early Bird,Light,Dry,Mediterranean,Sour
41.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
44.0,Night Owl,Light,Temperate,Mediterranean,Sweet
47.0,Early Bird,Light,Dry,Mediterranean,Sour
,,Moderate,Cold,Asian,Sour
44.0,Night Owl,Light,Dry,Mixed,Sweet
43.0,Night Owl,Heavy,Dry,Mixed,Sour
24.0,Night Owl,Light,Tropical,Mediterranean,Spicy
59.0,Night Owl,Light,Dry,Mixed,Sweet
64.0,Irregular,Light,Tropical,Mediterranean,Sweet
55.0,Irregular,Heavy,Dry,Asian,Sour
22.0,Night Owl,Heavy,Dry,Mediterranean,Sweet
40.0,,Heavy,Dry,Asian,Sour
,Night Owl,,Tropical,Asian,Spicy
51.0,Irregular,Moderate,Dry,Asian,Sour
32.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
49.0,Irregular,Light,Cold,Asian,Sweet
43.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
,Irregular,Moderate,Cold,Asian,Sour
,Irregular,Light,Tropical,Asian,Sweet
36.0,Irregular,Heavy,Tropical,Mixed,Sour
26.0,Early Bird,Heavy,Dry,,Sour
46.0,Irregular,Moderate,Temperate,Mixed,Salty
68.0,Early Bird,Heavy,Temperate,Asian,Sour
56.0,Night Owl,Light,Dry,Mixed,Sweet
21.0,Night Owl,Light,,Asian,Spicy
20.0,,Moderate,Dry,Mixed,Sour
46.0,Early Bird,Moderate,Temperate,Mixed,Salty
69.0,Night Owl,Moderate,Tropical,,Sweet
28.0,Early Bird,Light,,Mediterranean,Sweet
50.0,Early Bird,Moderate,Cold,Mixed,Salty
55.0,Irregular,Heavy,Dry,Mixed,Salty
28.0,Irregular,Heavy,Temperate,,Sour
,Early Bird,Light,Tropical,Asian,Sweet
50.0,Early Bird,Heavy,Temperate,Asian,Sour
38.0,Irregular,Moderate,Temperate,Asian,Sour
56.0,Early Bird,Heavy,Temperate,Asian,Sour
48.0,Irregular,Moderate,Temperate,Mixed,Salty
55.0,Early Bird,Heavy,Tropical,Asian,Sweet
63.0,Irregular,Light,Temperate,Mixed,Sour
,Early Bird,Moderate,Cold,Mixed,Sour
44.0,Irregular,Heavy,Cold,Asian,Sour
53.0,Early Bird,Light,Temperate,Asian,Sweet
28.0,,,Cold,Asian,Sweet
64.0,Night Owl,Light,Temperate,Mediterranean,Sweet
35.0,Early Bird,,Tropical,Mixed,Sour
18.0,Night Owl,Moderate,Tropical,Asian,Spicy
52.0,Early Bird,Moderate,,Mediterranean,Salty
52.0,Early Bird,Moderate,Cold,Mixed,Salty
48.0,Night Owl,Moderate,Temperate,Mixed,Sour
45.0,Early Bird,Moderate,Dry,Mixed,Salty
56.0,Irregular,Heavy,Temperate,Asian,Sour
18.0,Early Bird,Heavy,Temperate,Asian,Sweet
42.0,Early Bird,Heavy,Tropical,Mixed,Sour
60.0,Night Owl,Heavy,Dry,Mixed,Sour
55.0,Irregular,,Dry,Mediterranean,Salty
37.0,Early Bird,Light,Temperate,Mediterranean,Sour
,Early Bird,Moderate,,Mixed,Sweet
68.0,Early Bird,Heavy,Cold,Mediterranean,Salty
,Early Bird,Moderate,Tropical,,Sweet
35.0,Early Bird,Moderate,Cold,Mediterranean,Salty
61.0,,Moderate,Tropical,,Sour
27.0,Irregular,Light,Dry,Asian,Sweet
22.0,Irregular,Moderate,Tropical,Mixed,Sweet
26.0,Early Bird,Moderate,Temperate,Asian,Sweet
19.0,Early Bird,Light,Cold,Mixed,Sweet
51.0,Night Owl,Moderate,Tropical,Asian,Sweet
55.0,Irregular,Moderate,Tropical,,Sour
48.0,,Moderate,Cold,Asian,Sour
27.0,Early Bird,Moderate,Tropical,Mediterranean,Sweet
67.0,Irregular,Moderate,Cold,Mixed,Salty
29.0,Irregular,Heavy,Dry,Mediterranean,Sour
53.0,Night Owl,Moderate,Cold,Mediterranean,Sour
38.0,Night Owl,Light,Cold,Mediterranean,Sweet
66.0,Irregular,Moderate,Dry,Mixed,Salty
64.0,Irregular,Heavy,,,Sweet
23.0,Irregular,Light,Tropical,Mediterranean,Sweet
65.0,Early Bird,Light,Dry,Mixed,Sour
66.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
20.0,Early Bird,Heavy,Cold,Asian,Sweet
27.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
22.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
63.0,Night Owl,Heavy,Cold,Mediterranean,Sour
43.0,Irregular,Moderate,Cold,,Sour
38.0,Night Owl,Heavy,Cold,Asian,Sweet
62.0,Early Bird,Moderate,Temperate,Mixed,Salty
43.0,Night Owl,Heavy,Dry,Mediterranean,Sour
55.0,Early Bird,Light,Temperate,Mediterranean,Sour
61.0,Night Owl,Moderate,Temperate,,Sour
43.0,Night Owl,,Cold,Mediterranean,Sour
25.0,Irregular,Light,Dry,Asian,Sweet
,Early Bird,Light,Tropical,Asian,Spicy
32.0,Night Owl,Light,Cold,Mediterranean,Sweet
33.0,Night Owl,Light,Dry,,Sweet
18.0,Early Bird,Moderate,Tropical,Mediterranean,Sweet
33.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
54.0,Irregular,Light,Dry,,Sour
20.0,Early Bird,Heavy,Temperate,Mixed,Sour
69.0,Irregular,Heavy,Temperate,Mediterranean,Salty
64.0,Early Bird,,Dry,Mediterranean,Salty
48.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
30.0,Early Bird,Moderate,Dry,Mixed,Sour
,Night Owl,Light,Tropical,Asian,Spicy
60.0,Early Bird,Heavy,Cold,Mixed,Salty
38.0,Early Bird,Moderate,,Mixed,Salty
19.0,Early Bird,Moderate,Cold,Mediterranean,Sour
44.0,Irregular,Moderate,Temperate,Mediterranean,Salty
55.0,Early Bird,Light,Cold,Asian,Sweet
43.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
55.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
,Early Bird,Moderate,,Asian,Sour
42.0,Irregular,Moderate,Dry,Mediterranean,Salty
28.0,Night Owl,Light,Temperate,,Sweet
25.0,Night Owl,Heavy,Temperate,Mediterranean,Sweet
25.0,Night Owl,,,Mixed,Sweet
50.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
24.0,Early Bird,Heavy,Tropical,Mixed,Sweet
55.0,Night Owl,Moderate,Cold,Mediterranean,Sour
38.0,Night Owl,Light,Cold,Mediterranean,Sweet
25.0,,Heavy,Dry,Mixed,Sour
68.0,Night Owl,Moderate,Cold,Mixed,Sour
38.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
37.0,Early Bird,Heavy,Tropical,Asian,Sweet
25.0,Early Bird,,Tropical,Mediterranean,Sweet
63.0,Irregular,Moderate,Tropical,Mixed,Sour
48.0,,Heavy,Dry,Mediterranean,Sour
67.0,Early Bird,Heavy,Dry,Mediterranean,Salty
46.0,Irregular,Light,Tropical,Mixed,Sweet
65.0,Irregular,Moderate,Temperate,Asian,Sour
26.0,Early Bird,Moderate,Cold,Asian,Sweet
32.0,Irregular,Heavy,Dry,Mixed,Salty
47.0,Irregular,Light,Temperate,Mixed,Sour
43.0,Early Bird,Heavy,Cold,Mediterranean,Salty
27.0,,Heavy,Temperate,Mixed,Sour
46.0,Early Bird,Moderate,Tropical,Mixed,Sour
33.0,,Light,Cold,Mediterranean,Sour
53.0,Irregular,Heavy,Temperate,Mediterranean,Salty
37.0,Early Bird,Moderate,Dry,Mediterranean,Salty
,Early Bird,Heavy,Dry,Asian,Sour
54.0,Night Owl,Heavy,Dry,Asian,Sweet
39.0,Early Bird,,Cold,Mixed,Sour
24.0,Night Owl,Light,Tropical,Mediterranean,Spicy
40.0,Night Owl,Light,Tropical,Mixed,Sweet
58.0,Night Owl,Heavy,Cold,Mixed,Sour
57.0,Night Owl,Light,Cold,Asian,Sweet
46.0,Irregular,Moderate,Tropical,Asian,Sweet
33.0,,Heavy,Dry,Mixed,Salty
55.0,Early Bird,Light,Tropical,Mediterranean,Sweet
45.0,Early Bird,Heavy,Tropical,Asian,Sweet
65.0,Early Bird,Heavy,Temperate,Asian,Sour
55.0,Irregular,Moderate,Dry,Asian,Sour
48.0,Night Owl,Moderate,Cold,Mixed,Sour
31.0,Irregular,Moderate,Tropical,Asian,Sweet
50.0,Irregular,Heavy,Dry,Mediterranean,Salty
26.0,Early Bird,Heavy,Cold,,Sweet
44.0,Early Bird,Moderate,Temperate,Mixed,Salty
41.0,Early Bird,,Temperate,Mixed,Salty
30.0,Night Owl,Moderate,Dry,Mixed,Sweet
43.0,Night Owl,Moderate,Tropical,Mixed,Sweet
46.0,Irregular,Light,,Mediterranean,Sour
68.0,Night Owl,Moderate,Dry,Mixed,Sour
66.0,Early Bird,Light,Temperate,Asian,Sweet
60.0,Night Owl,Moderate,Cold,Mediterranean,Sour
45.0,Night Owl,Heavy,,Mixed,Sour
45.0,Night Owl,Light,Tropical,Mixed,Sweet
25.0,Night Owl,Heavy,Temperate,Mediterranean,Sweet
40.0,Early Bird,Heavy,Temperate,Asian,Sour
46.0,Early Bird,,Temperate,Mediterranean,Salty
22.0,Irregular,Moderate,Cold,Asian,Sweet
59.0,Irregular,Heavy,,Asian,Sour
24.0,Irregular,Moderate,Dry,Mixed,Sour
,Night Owl,Moderate,Temperate,Mediterranean,Sour
,Night Owl,Moderate,Cold,Mediterranean,Sour
58.0,Early Bird,Heavy,Temperate,Mixed,Salty
44.0,Irregular,Light,Temperate,Mixed,Sour
63.0,Early Bird,Light,Cold,Asian,Sweet
19.0,Irregular,Heavy,Temperate,Mixed,Sour
42.0,Irregular,Moderate,Tropical,Mediterranean,Sour
26.0,Irregular,Moderate,Cold,Mixed,Sour
44.0,Night Owl,Light,Temperate,Mixed,Sweet
18.0,Irregular,Heavy,Tropical,Mixed,Sweet
40.0,Irregular,,Dry,Mixed,Salty
27.0,,Moderate,Cold,,Sweet
59.0,Irregular,Moderate,Temperate,Asian,Sour
69.0,Night Owl,Moderate,Cold,Mixed,Sour
42.0,Night Owl,Heavy,Tropical,Mixed,Sweet
20.0,Early Bird,Light,Cold,Mediterranean,Sweet
23.0,Night Owl,,,Mixed,Sweet
23.0,Night Owl,Heavy,Temperate,Mediterranean,Sweet
19.0,Night Owl,Heavy,Dry,Mediterranean,Sweet
35.0,Irregular,Light,Tropical,Mediterranean,Sweet
40.0,Early Bird,Moderate,Cold,Mediterranean,Salty
19.0,,Moderate,Temperate,Asian,Sweet
29.0,,Heavy,Temperate,Asian,Sweet
39.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
54.0,Early Bird,Light,Tropical,Asian,Sweet
37.0,Early Bird,Light,Cold,,Sweet
56.0,Night Owl,Moderate,Temperate,Mixed,Sour
41.0,Night Owl,Heavy,Tropical,Asian,Sweet
65.0,Irregular,Light,Temperate,,Sour
37.0,Night Owl,Light,Cold,Mediterranean,Sweet
18.0,Irregular,Heavy,Dry,Mediterranean,Sour
18.0,,Heavy,Tropical,Mediterranean,Sweet
,Irregular,Heavy,Cold,Mixed,Salty
18.0,Night Owl,Heavy,Dry,Asian,Sweet
69.0,Irregular,Heavy,Cold,Mediterranean,Salty
62.0,Irregular,Heavy,Tropical,Mixed,Sour
47.0,Early Bird,Light,Cold,Mediterranean,Sour
58.0,Irregular,Heavy,Temperate,Asian,Sour
64.0,Night Owl,Moderate,Tropical,Mixed,Sweet
20.0,Irregular,Heavy,Temperate,Asian,Sweet
63.0,Irregular,Moderate,Cold,Mixed,Salty
28.0,Irregular,Moderate,Tropical,Mediterranean,Sweet
41.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
39.0,Irregular,Heavy,Temperate,Asian,Sour
61.0,Night Owl,Heavy,Temperate,Asian,Sweet
62.0,Irregular,Moderate,Dry,Mixed,Salty
43.0,Early Bird,Heavy,,,Sour
,Early Bird,Light,Temperate,Asian,Sweet
18.0,Early Bird,Light,Cold,Mediterranean,Sweet
41.0,Night Owl,Light,Cold,Mediterranean,Sweet
27.0,Night Owl,Light,Cold,Mediterranean,Sweet
52.0,Night Owl,,Cold,Mediterranean,Sour
41.0,Irregular,Moderate,Dry,Mediterranean,Salty
45.0,Night Owl,Heavy,Cold,Mediterranean,Sour
,Night Owl,Light,Cold,Mediterranean,Sweet
33.0,,Heavy,Cold,Mixed,Sour
57.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
33.0,Early Bird,Light,Dry,Mediterranean,Sour
34.0,Irregular,Moderate,Cold,Mediterranean,Salty
68.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
32.0,Irregular,Heavy,Tropical,Mediterranean,Sour
33.0,Irregular,Light,Dry,Asian,Sweet
32.0,Early Bird,Moderate,Cold,Asian,Sour
51.0,Night Owl,Light,Temperate,Mediterranean,Sweet
28.0,Early Bird,Light,Tropical,,Sweet
18.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
32.0,Irregular,Moderate,Temperate,Mixed,Salty
43.0,,Light,Temperate,Mediterranean,Sweet
68.0,Early Bird,Heavy,Dry,Mixed,Salty
21.0,Irregular,Light,Temperate,Mixed,Sweet
60.0,Early Bird,Heavy,Cold,Mediterranean,Salty
22.0,Night Owl,Moderate,Tropical,Asian,Spicy
52.0,Night Owl,Light,Cold,Mediterranean,Sweet
30.0,Irregular,Moderate,Cold,Mediterranean,Sour
,Night Owl,Moderate,Cold,Asian,Sweet
28.0,Irregular,Heavy,Tropical,Asian,Sweet
35.0,Irregular,Light,Tropical,Mediterranean,Sweet
51.0,Night Owl,Light,Tropical,Mediterranean,Sweet
56.0,Night Owl,Heavy,Temperate,Mixed,Sour
58.0,Early Bird,Heavy,Cold,Asian,Sour
59.0,Early Bird,Moderate,Dry,Mixed,Salty
67.0,,Light,Temperate,Mixed,Sour
40.0,Early Bird,Light,Temperate,Mixed,Sour
,Irregular,Heavy,Dry,Mixed,Sour
56.0,Night Owl,Heavy,Cold,Asian,Sweet
20.0,Night Owl,Heavy,Dry,Asian,Sweet
29.0,Early Bird,Light,Tropical,Asian,Spicy
,,Light,Cold,Mediterranean,Sweet
66.0,Irregular,Moderate,Temperate,Mixed,Salty
43.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
50.0,Irregular,Moderate,Tropical,Asian,Sweet
54.0,Irregular,Light,Temperate,,Sweet
65.0,Night Owl,Moderate,Dry,Mediterranean,Sour
32.0,Irregular,Moderate,Tropical,Mixed,Sour
19.0,Irregular,Moderate,Tropical,Asian,Sweet
58.0,Irregular,Heavy,,Mixed,Salty
24.0,Early Bird,Light,Cold,Mixed,Sweet
49.0,Early Bird,Heavy,Temperate,Asian,Sour
21.0,Early Bird,Moderate,Temperate,Mediterranean,Sour
37.0,Irregular,Heavy,,Mixed,Salty
67.0,Irregular,Light,Dry,Mediterranean,Sour
53.0,Early Bird,Light,Tropical,Mixed,Sweet
49.0,Early Bird,Moderate,Temperate,Mixed,Salty
45.0,Irregular,Moderate,Cold,Asian,Sour
30.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
18.0,Night Owl,,Temperate,Mixed,Sweet
52.0,,Light,Tropical,Mediterranean,Sweet
65.0,Irregular,Heavy,Tropical,Mixed,Sour
47.0,Early Bird,Light,Tropical,Mediterranean,Sweet
53.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
42.0,Early Bird,Moderate,Tropical,,Sweet
33.0,Night Owl,Heavy,Tropical,Mixed,Sweet
36.0,Irregular,,Tropical,Mixed,Sour
18.0,Irregular,Heavy,Cold,,Sour
22.0,Early Bird,Moderate,Temperate,Mixed,Sour
68.0,Irregular,,Dry,Asian,Sour
39.0,Night Owl,Light,Cold,Asian,Sweet
41.0,Early Bird,Heavy,Tropical,Mixed,Sour
,Night Owl,Light,Tropical,Mediterranean,Sweet
62.0,Night Owl,Moderate,Dry,Asian,Sweet
69.0,Irregular,,Dry,Mediterranean,Sour
54.0,,Light,Cold,Mediterranean,Sour
53.0,Night Owl,Light,Tropical,Mediterranean,Sweet
53.0,Irregular,Moderate,Dry,,Salty
21.0,Night Owl,Light,Cold,Asian,Spicy
53.0,,Light,Dry,Mixed,Sweet
69.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
35.0,Night Owl,Heavy,Tropical,,Sweet
67.0,,Heavy,Tropical,Mediterranean,Sweet
,Irregular,,Tropical,Mixed,Sweet
58.0,Early Bird,Light,Temperate,,Sour
35.0,Irregular,Moderate,Temperate,Asian,Sour
39.0,Early Bird,Light,Temperate,Asian,Sweet
19.0,Irregular,Light,Cold,Mediterranean,Sweet
38.0,Night Owl,Moderate,Cold,,Sour
53.0,Early Bird,Light,Dry,Mediterranean,Sour
61.0,Early Bird,Moderate,Dry,Mixed,Salty
56.0,Early Bird,Moderate,Cold,Mediterranean,Salty
64.0,Early Bird,Heavy,Dry,Asian,Sour
56.0,Irregular,Light,Cold,Mediterranean,Sour
46.0,Irregular,Heavy,Temperate,Mediterranean,Salty
43.0,Early Bird,Light,Cold,Mixed,Sour
38.0,Early Bird,Heavy,Cold,Asian,Sour
34.0,Early Bird,Moderate,Dry,,Salty
33.0,Irregular,Moderate,Dry,Asian,Sour
48.0,Early Bird,Moderate,Cold,Mediterranean,Salty
68.0,Early Bird,Moderate,Tropical,Asian,Sweet
26.0,,Light,Dry,Mediterranean,Sweet
48.0,Irregular,Light,Cold,Mediterranean,Sour
31.0,Night Owl,Heavy,Dry,Mixed,Sour
66.0,Night Owl,Light,Tropical,Mixed,Sweet
54.0,Irregular,Light,Dry,Asian,Sweet
19.0,Night Owl,Heavy,Cold,Asian,Sweet
,Early Bird,Moderate,Cold,,Sour
65.0,Early Bird,Heavy,Tropical,Asian,Sweet
63.0,Irregular,Heavy,Cold,Mixed,Salty
31.0,Irregular,Moderate,Tropical,Asian,Sweet
50.0,Night Owl,Heavy,Cold,Mediterranean,Sour
52.0,Night Owl,Heavy,Cold,Mediterranean,Sour
56.0,Early Bird,Heavy,Dry,Mediterranean,Salty
64.0,Irregular,Light,Dry,Mixed,Sour
,Night Owl,Moderate,Tropical,Asian,Sweet
37.0,Night Owl,Moderate,Dry,Mediterranean,Sour
19.0,Early Bird,Heavy,Temperate,Mediterranean,Sour
68.0,,Light,Tropical,Mixed,Sweet
58.0,Early Bird,Moderate,Temperate,Mixed,Salty
36.0,Early Bird,Moderate,,Mixed,Sour
,Night Owl,Heavy,Temperate,Mediterranean,Sour
35.0,Irregular,Heavy,Dry,Mixed,Salty
33.0,Irregular,Heavy,Dry,Mediterranean,Salty
21.0,Early Bird,Moderate,,Asian,Sweet
,,Heavy,Temperate,Mediterranean,Sour
46.0,Night Owl,Heavy,Cold,Asian,Sweet
24.0,,Heavy,Tropical,Mediterranean,Sweet
31.0,Irregular,Light,Temperate,Asian,Sweet
29.0,Early Bird,Heavy,,Mediterranean,Sour
52.0,Irregular,Moderate,Tropical,Mediterranean,Sour
22.0,Early Bird,Heavy,Temperate,Mediterranean,Sour
34.0,Early Bird,Moderate,Cold,Mediterranean,Salty
,Irregular,Light,Temperate,Mixed,Sour
49.0,Night Owl,Light,Temperate,Mediterranean,Sweet
27.0,Night Owl,Heavy,,,Sweet
60.0,Early Bird,Moderate,Dry,Mixed,Salty
,Early Bird,Heavy,,Mixed,Salty
22.0,Irregular,Heavy,Cold,Mixed,Sour
62.0,Irregular,Moderate,Tropical,Mixed,Sour
59.0,Early Bird,Moderate,Cold,Mixed,Salty
26.0,Irregular,Moderate,Cold,Mixed,Sour
66.0,Night Owl,Moderate,Temperate,Mixed,Sour
50.0,Night Owl,Moderate,Dry,Mixed,Sour
53.0,Irregular,Light,Dry,Mixed,Sour
53.0,Irregular,Light,Dry,Mixed,Sour
35.0,Irregular,Light,Dry,Mixed,Sour
26.0,Night Owl,Moderate,Cold,Asian,Sweet
46.0,Early Bird,,Temperate,,Salty
67.0,Irregular,Moderate,Dry,Mediterranean,Salty
,Irregular,Heavy,Dry,Mixed,Salty
42.0,Irregular,Light,,Mixed,Sour
32.0,Early Bird,Light,Cold,Asian,Sweet
23.0,Irregular,,,Mixed,Sour
,Irregular,Heavy,Cold,Asian,Sour
46.0,Night Owl,Light,Dry,Mediterranean,Sweet
32.0,Irregular,Moderate,Dry,,Salty
46.0,Night Owl,Light,Dry,Mixed,Sweet
21.0,Early Bird,Moderate,Cold,Asian,Sweet
,Irregular,Light,Dry,Asian,Sweet
,Irregular,Light,Tropical,,Sweet
66.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
61.0,Early Bird,Heavy,Tropical,Asian,Sweet
56.0,Early Bird,Moderate,Tropical,Asian,Sweet
33.0,Night Owl,Moderate,Dry,Mediterranean,Sour
28.0,Early Bird,Light,Temperate,Asian,Sweet
31.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
20.0,Early Bird,Moderate,Cold,Asian,Sweet
68.0,Early Bird,Moderate,Cold,Mixed,Salty
67.0,Early Bird,Moderate,Cold,Mediterranean,Salty
59.0,Early Bird,Light,Cold,Asian,Sweet
55.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
62.0,Early Bird,Moderate,Cold,Asian,Sour
59.0,Irregular,Heavy,Temperate,Mixed,Salty
,Night Owl,Heavy,Temperate,Mixed,Sour
37.0,Early Bird,Heavy,Temperate,Mixed,Salty
65.0,Night Owl,Light,Temperate,Mediterranean,Sweet
42.0,Early Bird,Heavy,Dry,Mixed,Salty
55.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
30.0,Irregular,Heavy,Dry,Mixed,Sour
21.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
31.0,Night Owl,Moderate,Dry,Mixed,Sour
50.0,Irregular,Light,Cold,Asian,Sweet
,,Moderate,Temperate,Asian,Sour
69.0,Night Owl,Moderate,Cold,Mediterranean,Sour
54.0,Early Bird,Light,Cold,Mixed,Sour
25.0,Early Bird,Moderate,Cold,Mixed,Sour
61.0,Night Owl,Heavy,Dry,Asian,Sweet
51.0,Early Bird,Light,Cold,Mixed,Sour
,Irregular,Moderate,Temperate,Mixed,Salty
22.0,Irregular,Moderate,Temperate,Mediterranean,Sour
22.0,Irregular,Heavy,Tropical,Asian,Sweet
48.0,Night Owl,Moderate,Dry,Mixed,Sour
62.0,Night Owl,Moderate,Temperate,Mixed,Sour
26.0,,,Temperate,Mediterranean,Sweet
59.0,Early Bird,Light,Dry,Mediterranean,Sour
49.0,Night Owl,Light,Cold,Mediterranean,Sweet
50.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
20.0,Irregular,Moderate,Cold,Mixed,Sour
47.0,Early Bird,Heavy,Temperate,Mixed,Salty
67.0,Early Bird,Light,Tropical,Mixed,Sweet
29.0,Irregular,Light,Cold,Mediterranean,Sweet
46.0,Early Bird,Light,Temperate,Mixed,Sour
20.0,Night Owl,,Dry,Asian,Sweet
43.0,Early Bird,Heavy,Dry,Asian,Sour
47.0,Irregular,Heavy,Dry,Mixed,Salty
26.0,Early Bird,Moderate,Temperate,Mediterranean,Sour
,Irregular,Moderate,Cold,Asian,Sour
19.0,Night Owl,Heavy,Tropical,Mixed,Sweet
20.0,,Heavy,Tropical,Asian,Spicy
,Irregular,,Temperate,Asian,Sweet
21.0,Night Owl,Moderate,Temperate,Asian,Sweet
42.0,,Light,,Asian,Sweet
,Early Bird,Heavy,Cold,Mixed,Salty
30.0,Night Owl,Light,Dry,Asian,Spicy
56.0,Irregular,Heavy,Cold,Mixed,Salty
61.0,Night Owl,Heavy,Cold,Asian,Sweet
52.0,Early Bird,Light,Temperate,Asian,Sweet
40.0,,Moderate,Tropical,Asian,Sweet
26.0,Night Owl,Light,Cold,Mixed,Sweet
19.0,Night Owl,Light,Tropical,Asian,Spicy
58.0,Night Owl,Moderate,Temperate,Asian,Sweet
